name,Results Titles,Ads count,Number of Results,Number of Titles Contain Query in First Page,Map Exists,Results Snippets,Latitude,Longitude,Altitude,Company Type,Number of Employees,Company Website,Results From Facebook,Results From Twitter,Results From Linkedin,Results From Instagram,Results From Wikipedia,Results From Youtube,Results From Wordpress,Results From Crunchbase,Company Bio,Company Revenue,Company Headquarters,Company Executives,Establishment Year,Company Stock Price,Subsidiaries,Has Official Linkedin Profile,Has Official Instagram Profile,Has Official Youtube Channel,Has Official Facebook Profile,Has Official Twitter Profile,Address,Rating,Number of Reviews,Phone,Customer Service Phone Number,Has Customer Service,Unclaimed Listing,Avg Opening Hour,Avg Closing Hour,Number Of Weekly Working Hours,Number Of Closed Days,Permanently Closed,Query in Pos 1 Title,Does the Query Appear in First Snippet,Link of the First Result,Title of the First Result,Number of Ads Contain Query,Number of Ads Contain Site Link,Ads Titles,Ads Description,Number of Sitelinks in Ads,Is Knowledge Graph Exist,Max Price in Shopping List,Min Price in Shopping List,Avg Price in Shopping List,Std Price in Shopping List,Number of Prices presented on Shopping List,Max Reviews in Shopping List,Min Reviews in Shopping List,Avg Number of Reviews for Product in Shopping List,Std Reviews in Shopping List,Total Number of Reviews in Shopping List,Number of Products with Reviews in Shopping List,Max Rating for Product in Shopping List,Min Rating for Product in Shopping List,Avg Rating for Product in Shopping List,Std Rating for Product in Shopping List,Number of Products with Rating in Shopping List,Number of Results in Big Rerailers Websites in Shopping List Results,Number of Unique Retailers in Shopping List,Shopping List Exist,Number of Results in Shopping List,Times the Query Appear in First Snippet
Arizona Charlie's Boulder,"arizona charlie's boulder - hotel, rv park - casino - las ...;arizona charlies boulder las vegas-casino - mobile web;arizona charlie's boulder $26 ($̶4̶3̶) - updated ...;arizona charlie's hotel and casino mobile;arizona charlie's boulder hotel (las vegas (nv)) - deals ...;hotel arizona charlie's boulder, las vegas, nv - booking.com;arizona charlie's boulder - casino hotel, suites, & rv park in ...;arizona charlie's boulder - wikipedia;arizona charlie's boulder - 106 photos & 187 reviews ... - yelp",1,2310000,7,True,"image of hotel text and arizona charlies room interior ... to down-home comfort, the las vegas dining options at arizona charlie's boulder offers something for ...;this is our mobile version. arizona charlies boulder las vegas casino has great players promotions and full slate of gaming!;established in 2000, arizona charlies on boulder highway is centrally located on boulder highway also known as the boulder strip serving the east part of the ...;arizona charlie's boulder. arizona charlie's decatur.;best price guarantee ➤ nightly rates at arizona charlie's boulder as low as $23. ... deluxe suite 1 king arizona charlie's boulder ... children 3-11 year(s).",36.124035,-115.07547520000001,15.0,2-star hotel,,http://arizonacharliesboulder.com/,False,False,False,False,True,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,"4575 Boulder Hwy, Las Vegas, NV 89121",3.8,4660.0,(702) 951-9000,,False,,,,0.0,0,False,True,True,http://www.arizonacharliesboulder.com/,"arizona charlie's boulder - hotel, rv park - casino - las ...",0,0,"Arizona Charlie's Boulder - Casino Hotel, Suites, & RV Park Las...‎","Big Savings on Hotels, Deals up to 50% off. Limited Time Offers. Last Min Deals. Low Hotel Prices, Trusted. Book Online or Call. Huge Savings. Find Daily Hotel Deals. Get Instant Confirmation. 24/7 Customer Service. Check savings and offers. Save Time & Money.",0,True,,,,,,,,,,,,,,,,,,,False,,1
Auto Boss RV,"auto boss rv service & hitch shop.;complete rv service & repair in mesa, az | auto boss rv;auto boss rv service & hitch shop - 24 photos & 12 reviews ...;auto boss rv service & hitch shop - home | facebook;auto boss rv service 7921 e main st mesa, az rv dealers ...;auto boss rv sales 8306 e main st mesa, az recreational ...;auto boss inc | better business bureau® profile;auto boss rv | better business bureau® profile;auto glass boss - mesa - apache junction - chandler - gilbert ...;auto boss rv - mesa, az, us 85207 - houzz",0,9540000,8,True,"quality rv service since 1996 in mesa az. complete rv services available, tow bars sold. from minor repairs to major overhauls. contact us today!;rv services offered at auto boss rv in mesa, arizona. service hours: monday thru friday: 9-5. saturday: 11-3. sunday: closed ...;12 reviews of auto boss rv service & hitch shop ""buying a used vehicle - especially a motorhome - can be a tricky transaction. all the way from beginning to ...;auto boss rv service & hitch shop - 7921 east main street, mesa, arizona 85207 - rated 4.4 based on 37 reviews ""we purchased an rv from here.andrew ...;get directions, reviews and information for auto boss rv service in mesa, az.",33.4148451,-111.6597731,15.0,"RV dealer in Maricopa County, Arizona",,https://autobossrv.com/,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,"7921 E Main St, Mesa, AZ 85207",5.0,7.0,(480) 986-1049,,False,True,9.0,17.0,40.0,2,False,True,False,https://autobossrv.com/,auto boss rv service & hitch shop.,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,0
Auto Corral RV,"auto corral rv | rv dealer in mesa, arizona;auto corral rv in 3350 e main st. mesa, az 85213 - rv trader;rv dealers in mesa, arizona | auto corral rv - rvt.com;auto corral rv | rv dealer | arizona - rvusa.com;auto corral rv - recreational vehicle dealership - mesa ...;auto corral rv - 22 photos & 21 reviews - rv dealers - 3350 ...;rvs for sale from auto corral rv - mesa, arizona - 43 ...;az auto corral | better business bureau® profile;auto corral rv reviews, ratings | rv dealers near 3350 e ...",0,1540000,8,True,"auto corral rv is your rv dealer in mesa, az featuring new and used rvs for sale including a huge selection of class a, b, & c motor homes and towable rvs.;2020 forest river sandpiper 39bark, auto corral rv has an rv service center, free rv consignment program and we buy good clean ...;auto corral rv offers the best rv prices among our competitors backed by our world class customer service. we buy and consign units throughout us and ...;auto corral rv offers new and used class a, class b, class c, fifth wheel, toy hauler, travel trailer rvs for sale. they carry brands such as: alfa, beaver, ...;auto corral rv - 3350 e. main st, mesa, arizona 85213 - rated 5 based on 5 reviews ""very friendly staff:) they took the time to answer my questions, and...",33.4159843,-111.7585295,15.0,"RV dealer in Mesa, Arizona",,https://www.rvaz.com/,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,True,True,"3350 E Main St, Mesa, AZ 85213",4.5,74.0,(480) 985-1860,,False,True,9.0,17.0,48.0,1,False,True,True,https://www.rvaz.com/,"auto corral rv | rv dealer in mesa, arizona",0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Bell Road RV,"bell road rv center - rvs | phoenix, az;contact bell road rv center | phoenix, az 602-971-2450;bell road rv center - 20 reviews - rv repair - 2727 e bell ...;bell road rv center - home | facebook;bell road r.v. center | phoenix, az - demandforce local;bell road rv center reviews updated 2020 - campendium;bell road r v center | better business bureau® profile;bell road rv center 2727 e bell rd phoenix, az auto parts ...;bell road rv center reviews, ratings | rv repair near 2727 ...;orangewood rv center | surprise, az | rv dealer",0,22200000,7,True,"602-971-2450 - mobile rv repairs, monthly sales, rvs, repairs, collision repairs, horse trailers, parts, electrical, plumbing, more.;call bell road rv center at 602-971-2450 or visit 2727 e. bell rd. rv parts, repairs, collision repair, mobile repair service, monthly sales, more.;20 reviews of bell road rv center ""we are restoring a 1962 shasta travel trailer, and i took it here to have the bearings in the axle repacked and sealed, ...;bell road rv center - 2727 e bell rd, phoenix, arizona 85032 - rated 4.2 based on 12 reviews ""thought i had a massive electrical failure on my jayco...;our services are focused on rvs and trailers. from the most spacious of rvs to the tiniest of teardrop travel trailers, we will look at them all. we have a full parts ...",33.6400429,-112.02306170000001,15.0,"RV repair shop in Phoenix, Arizona",,http://www.bellroadrv.com/,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,True,False,"2727 E Bell Rd, Phoenix, AZ 85032",4.1,120.0,(602) 971-2450,,False,True,8.0,17.0,53.0,1,False,True,False,http://bellroadrv.com/,"bell road rv center - rvs | phoenix, az",0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,0
Big Boys Toys,"home big boys toys llc pomfret center, ct (860) 928-9778;big boys toys;big boys toys toys - bigbadtoystore;big boys toys outdoor rentals -;home stones big boys toys ogden, ut (801) 782-6125;big boys toys - home | facebook - watford city;big boy's toys llc - home | facebook;big boys toys | luxury lifestyle exhibition;big boys toys | automotive specialty - bennington;big boys toys - oxon hill",0,1100000000,9,True,"home big boys toys llc pomfret center, ct (860) 928-9778.;us$ currency. hk$ hk dollar; us$ us dollar. my account · register · login · wish list (0) · shopping cart · checkout · bigboystoys. 0 item(s) - us$0.00.;bigbadtoystore has a massive selection of toys (like action figures, statues, and collectibles) from marvel, dc comics, transformers, star ...;big boys toys is montana's premier outdoor rental company. we strive to provide top quality outdoor rental items including: atv's, snowmobiles, utv's, rafts, ...;home stones big boys toys ogden, ut (801) 782-6125.",35.775184,-97.012126,1821857.0,,,bigboystoys.com.hk,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,https://www.bigboystoysllc.net/,"home big boys toys llc pomfret center, ct (860) 928-9778",0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,1
Blue Dog RV,"blue dog rv;blue dog rv portland;blue dog rv post falls;blue dog rv - home | facebook;blue dog rv - spokane valley;blue dog rv redmond;blue dog rv redding, ca",0,112000000,7,False,"visit blue dog rv for all of your rv needs. shop our selection of motorhomes and trailers to add comfort to your next vacation.;visit blue dog rv portland for all of your rv needs. shop our diverse lineup of available campers and mobile homes, or schedule service.;visit blue dog rv post falls in id for all of your rv needs. browse our new and used models, or schedule a service appointment today.;recreational vehicle dealership. ... with locations in post falls, idaho; coeur d'alene, idaho; spokane ...;visit blue dog rv spokane in wa for all of your rv needs. find your next new or used camper or motorhome, or schedule service.",,,,,,www.bluedogrv.com,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,https://www.bluedogrv.com/,blue dog rv,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Boulder Boats,"boulder boats | nevada, arizona, california;boulder boats - boat dealer in henderson, nv - boat trader;boulder boats-arizona - boat dealer in mesa, az - boat trader;boulder boats sales & inventory - 1,609 photos - 95 reviews ...;boulder boats - home | facebook;boulder boats | linkedin;boulder boats - 24 photos & 31 reviews - boat dealers - 615 ...",0,7760000,7,True,"boulder boats is a top 100 marine dealer and carry one of the largest inventories of new and used boats for sale in nevada, arizona, and california. our brands ...;dealership details for boulder boats located in henderson, nv. view inventory and find contact information for this dealer.;dealership details for boulder boats-arizona located in mesa, az. view inventory and find contact information for this dealer.;boulder boats sales & inventory - 615 w lake mead pkwy, henderson, nevada 89015 - rated 4.5 based on 95 reviews ""in 2014 we bought our four winns ...;boulder boats - 615 w lake mead pkwy, henderson, nevada 89015 - rated 5 based on 37 reviews ""i can't say enough about how much we've enjoyed ...",35.156288,-115.813174,410387.0,,,www.boulderboats.com,True,False,True,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,https://www.boulderboats.com/,"boulder boats | nevada, arizona, california",0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,1
Boulder City RV,"boulder city rv | rv sales, parts, & service;rv parks in boulder city, nevada | boulder city ... - good sam;boulder city, nv - rvs for sale - rv trader;boulder city rv - 15 photos & 19 reviews - rv dealers ... - yelp;the best 10 rv parks in boulder city, nv - updated covid ...;best 10 boulder city rv parks & campgrounds | boulder city ...;canyon trail rv park – hoover dam, lake mead and boulder ...;rv parks in boulder city, nevada - top 28 campgrounds ...;boulder city rv sales & service - home | facebook",0,7300000,4,True,"boulder city rv offers premier rv & trailer sales, service & parts. we are your ""go to"" for everything to do with rv's. visit us in nv, or call now!;are you planning on camping in boulder city, nevada? before you hit the road, check here for information on parks in boulder city, nevada that offer ...;view our entire inventory of new or used rvs in boulder city, nevada and even a few new non-current models on rvtrader.com.;19 reviews of boulder city rv ""boulder city rv was the most pleasant and amazing rv rental place ever ! there staff was great and genuine about making my ...;best rv parks in boulder city, nv - canyon trail rv park, boulder oaks community association rv resort, lake mead rv village - boulder bay, elks lodge ...",35.9702968,-114.8519025,15.0,"RV dealer in Boulder City, Nevada",,http://www.bouldercityrv.com/,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,True,False,"1495 Boulder City Pkwy, Boulder City, NV 89005",4.7,38.0,(702) 790-1639,,False,True,7.5,16.0,52.0,1,False,True,True,https://bouldercityrv.com/,"boulder city rv | rv sales, parts, & service",0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Bumper Masters,"bumper masters - 63 photos & 11 reviews - body shops ...;bumper masters - home | facebook;bumper masters;bumper masters 4525 e hartford ave phoenix, az auto body ...;bumper masters | better business bureau® profile;bumper masters - halifax, ma | groupon;bumper masters in east bridgewater, ma 02333 | automd;bumper masters 2 bayberry ln, east bridgewater, ma 02333 ...;bumper masters east bridgewater ma, 02333 – manta.com;graduate programs | bumpers college | university of arkansas",0,20000000,9,True,"11 reviews of bumper masters ""bumper masters did a great repair on our rear bumper. looks brand new. also very reasonably priced and quick turnaround.;bumper masters. 1k likes. we are a mobile minor body shop. also doing paintless dent removal ..superficial scuffs and scratches..motorcycles and more.....;bumper masters are arizona bumper and paint repair, lease return specialists, with over 20 years experience. repair dents and scratches on your vehicle, car, ...;get directions, reviews and information for bumper masters in phoenix, az.;this organization is not bbb accredited. car bumpers in phoenix, az. see bbb rating, reviews, complaints, & more.",37.848546,-94.40762,2081333.0,,,bumpermasters.com,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,https://www.yelp.com/biz/bumper-masters-phoenix,bumper masters - 63 photos & 11 reviews - body shops ...,0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,2
Busted Knuckle Mobile Mechanic,"busted knuckle mobile mechanic - 73 photos & 80 reviews - rv ...;busted knuckle mobile mechanics llc;busted knuckle mobile mechanics llc - henderson, nevada | facebook;busted knuckle mobile mechanic | complaints | better business ...;busted knuckle mobile mechanic | better business bureau® profile;busted knuckle mobile mechanic - prices & reviews - las vegas, nv;busted knuckle mobile mechanic 【 reviews 】 las vegas rv repair;busted knuckle mobile mechanic 【 reviews 】 henderson rv repair;busted knuckle mobile mechanic in henderson | busted knuckle ...",0,133000,9,False,"80 reviews of busted knuckle mobile mechanic ""they deserve more than 5 stars. had an emergency with our rv trailer over the weekend. we called 5 other ...;welcome! busted knuckle mobile mechanics llc is a family owned and operated business here to serve the greater las vegas area, also servicing boulder city.;busted knuckle mobile mechanics llc - 175 cassia way, henderson, nevada 89140 - rated 4.9 based on 43 reviews ""john and the crew at busted knuckle are.;view customer complaints of busted knuckle mobile mechanic, bbb helps resolve disputes with the services or products a business provides.;came out to my rv for repairs,found out busted knuckle does not have business license as of 9-29-2017 asked for refund, owner/ john , refused. came out ...",,,,"Auto repair shop in the Clark County, Nevada",,http://bustedknuckle.gq/,True,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,"177 Cassia Way, Henderson, NV 89014",3.2,5.0,,,False,True,,,0.0,0,False,True,True,https://www.yelp.com/biz/busted-knuckle-mobile-mechanic-henderson-4,busted knuckle mobile mechanic - 73 photos & 80 reviews - rv ...,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Cactus RV Center,"cactus rv - new & used rv, auto & powersport sales ...;all inventory | cactus rv;cactus rv center - closed - 51 photos & 14 reviews - boat ...;cactus rv center - closed - rv dealers - 2530 e bell rd ...;cactus rv center llc | better business bureau® profile;cactus rv center llc | complaints | better business bureau ...;cactus rv - when the house of cards falls.. | page 4 | river ...;cactus rv center 2530 e bell rd, phoenix, az 85032 - yp.com;cactusautorv.com in 5374 n. casa grande hwy ... - rv trader;cactus rv - cactus rv - youtube",0,2230000,5,True,"cactus rv is an rv dealership located in tucson, az. we sell new and pre-owned travel trailers, toy haulers, trucks and powersports vehicles with excellent ...;cactus rv is an rv dealership located in tucson, az. we sell new and pre-owned travel trailers, toy haulers, trucks and powersports vehicles with excellent ...;14 reviews of cactus rv center - closed ""thanks again to scott & todd at cactus rv center. i enjoyed meeting up with them at the los angeles boat show ...;6 reviews of cactus rv center - closed ""scott was fantastic to work with! he was very responsive, he even drove the boat hours to meet us! the pictures of the ...;this organization is not bbb accredited. boat dealers in phoenix, az. see bbb rating, reviews, complaints, & more.",33.640894,-112.02749399999999,15.0,"RV dealer in Phoenix, Arizona",,http://cactusrvcenter.com/,False,False,False,False,False,True,False,False,,0.0,,,,0.0,,False,False,False,False,False,"5601 N Highway 95 #D-404, Lake Havasu Arizona 86401, 17030 N 26th St suite b, Phoenix, AZ 85032",2.8,11.0,(928) 733-6393,,False,True,9.0,16.5,53.0,0,False,False,False,https://www.cactusautorv.com/,"cactus rv - new & used rv, auto & powersport sales ...",0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,0
Calgary West Campground,"calgary west campground ~ enjoy our famous western ...;calgary west campground - updated 2020 reviews ...;calgary west campground | alberta canada - travel alberta;calgary west campground - calgary, alberta - campground ...;calgary west campground - calgary campgrounds | good ...;calgary west campground - home | facebook;calgary west campground | tourism calgary;calgary west campground - alberta campsites.com;calgary west campground - campendium",0,1410000,9,True,"calgary west campground - a country setting inside the city since 1972! 403.288.0411 or international 001 403 288.0411. enjoy our famous western hospitality!;calgary west campground, calgary: see 121 traveler reviews, 26 candid photos, and great deals for calgary west campground, ranked #17 of 74 specialty ...;the calgary west campground is the only campground within the city of calgary, at the western edge on the transcanada route to banff. 320 sites including ...;calgary west campground in calgary, alberta: 60 reviews, 0 photos, & 3 tips from fellow rvers. calgary west campground in calgary is rated 5.3 of 10 at ...;calgary west campground,calgary, alberta. check for ratings on facilities, restrooms, and appeal. save 10% on good sam resorts.",51.083729,-114.234297,15.0,"Campground in Calgary, Alberta",,http://www.calgarycampground.com/,True,False,False,False,False,False,False,False,"City-view tent & RV sites plus a seasonal outdoor pool, mini-golf, nature trails & a gift shop.",0.0,,,,0.0,,False,False,False,True,False,"221 101 St SW, Calgary, AB T3B 5T2, Canada",3.6,361.0,+1 403-288-0411,,False,True,10.0,20.0,60.0,0,False,True,True,http://www.calgarycampground.com/,calgary west campground ~ enjoy our famous western ...,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Canyon Trail RV Park,"canyon trail rv park – hoover dam, lake mead and boulder ...;rates – canyon trail rv park;canyon trail rv park - boulder city campgrounds | good ...;canyon trail rv park - updated 2020 prices ...;canyon trail rv ranch - recreational vehicle facilities ...;canyon trail rv park - boulder city, nevada - campground ...;canyon trail rv resort - san marcos, texas - campground ...;canyon trail rv park - 39 photos & 15 reviews - rv parks ...;canyon trail rv park reviews - campendium;canyon trail rv park - 5 photos, 1 reviews - boulder city, nv -",0,10500000,8,True,"whether you're looking for an ideal vacation spot or moving to our area, make your way to canyon trail rv park. located in beautiful boulder city, nevada, ...;rates at canyon trail rv park. camping rates. full-hookups (1 or 2 people) ...;canyon trail rv park,boulder city, nevada. check for ratings on facilities, restrooms, and appeal. save 10% on good sam resorts.;book canyon trail rv park, boulder city on tripadvisor: see 53 traveler reviews, 42 candid photos, and great deals for canyon trail rv park, ranked #1 of 4 ...;recreational vehicle facilities campground rv park. ... close to everything you need. outlet malls shopping . stop by canyon trail rv ranch to see for yourself.",32.890749,-107.37328899999999,936343.0,,,www.canyontrailrv.com,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,http://www.canyontrailrvpark.com/,"canyon trail rv park – hoover dam, lake mead and boulder ...",0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,1
Charlotte / Fort Mill KOA,"fort mill, south carolina campground | charlotte / fort mill koa;charlotte / fort mill koa - updated 2020 campground ...;charlotte / fort mill koa - fort mill, south carolina ...;charlotte / fort mill koa - 20 photos & 20 reviews ... - yelp;charlotte / fort mill koa, south carolina - camping ...;charlotte / fort mill koa | bookyoursite;charlotte / fort mill koa in fort mill, south carolina ...",0,748000,7,True,"charlotte / fort mill koa is located in fort mill, south carolina and offers great camping sites! click here to find out more information or to book a reservation.;charlotte / fort mill koa, fort mill: see 104 traveler reviews, 40 candid photos, and great deals for charlotte / fort mill koa, ranked #2 of 3 specialty lodging in ...;... in fort mill, south carolina: 125 reviews, 36 photos, & 23 tips from fellow rvers. charlotte / fort mill koa in fort mill is rated 6.5 of 10 at campground reviews.;20 reviews of charlotte / fort mill koa ""i have to agree with glen r. it is almost like the campground is an afterthought to the blimpie / gas station / rv check in ...;camping and campgrounds in charlotte / fort mill koa, south carolina. reserve a campsite online or learn more about lodging and activities at charlotte / fort ...",35.061617,-80.96493829999999,15.0,,,http://koa.com/campgrounds/charlotte/,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,"940 Gold Hill Rd, Fort Mill, SC 29708",3.5,312.0,(803) 547-5416,,False,,8.0,22.5,100.0,0,False,True,True,https://koa.com/campgrounds/charlotte/,"fort mill, south carolina campground | charlotte / fort mill koa",0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,1
Children's Safari Learning Center,"children's safari learning center;children's safari learning center - 17 reviews - child care ...;children's safari learning center - care.com mesa, az;children's safari learning center, llc - better business bureau;children's safari learning center l l c | mesa az child ...;children's safari learning center - 4 recommendations ...;children's safari learning center - preschool in mesa, az ...;children's safari learning center reviews, ratings | child ...;children's safari learning center | preschool | 7307 east ...;children's safari learning center 7307 e hampton ave mesa ...",0,19500000,10,True,"infant care, toddler care, preschool, day care, baby care in east mesa arizona.;17 reviews of children's safari learning center ""children's safari is top notch. their teacher-to-child ratios are lower than the state mandates, which is the ...;children's safari is a highly secure, affordable child care center offering peace of mind to the residents of mesa, az and the surrounding area. we are a state ...;bbb accredited since 2/13/2009. child care centers in mesa, az. see bbb rating, reviews, complaints, request a quote & more.;children's safari learning center l l c is a child care center in mesa az. it has maximum capacity of 108 children. the provider accepts ...",33.3887557,-111.6733245,15.0,"Child care agency in Mesa, Arizona",,http://www.azchildrenssafari.com/,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,"7307 E Hampton Ave # 103, Mesa, AZ 85209",,21.0,(480) 621-4031,,False,True,6.0,18.0,60.0,2,False,True,False,http://azchildrenssafari.com/,children's safari learning center,0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,0
Cooper's RV Center,"cooper's rv center, inc. is a rv dealer in murrysville ...;cooper's rv center incorporated in murrysville, pa 15668 ...;pittsburgh camping world - rv dealer, service center and ...;cooper's rv center - closed - rv dealers - 4000 golden ...;coopers rv center (@coopersrvcenter) | twitter;cooper's rv center inc 537 state route 356, apollo, pa ...;cooper's rv center incorporated 4000 golden mile hwy ste ...;cooper's rv center inc | complaints | better business bureau ...;coopers rv center | 4000 golden mile hwy murrysville, pa;murrysville,pa cooper's rv center - local.com",0,20400000,7,True,"rvingplanet.com offers cooper's rv center, inc. reviews as well as the ability to get price quotes from any of the rv brands cooper's rv center, inc. sells in ...;center inc., family owned and operated by keith conard, has been providing sales, parts and service to camping and r.v. enthusiasts since 1951. cooper's takes ...;rvs & campers for sale at the camping world store in pittsburgh, pa. buy travel trailers, 5th wheels, motorhomes, rv parts and accessories, camping ... cooper's rv center, can be found at 537 state route 356 in apollo, pa in the rolling ...;3 reviews of cooper's rv center - closed ""i bought my current rv, a 2008 ... when not in use, i stored it near there for a few years, and their service folks even ...;the latest tweets from coopers rv center (@coopersrvcenter). creating memories that last a lifetime cooper's http://t.co/3zvnhe3eeh inc. is a ...",40.581481,-79.59450809999998,15.0,"RV dealer in Westmoreland County, Pennsylvania",,https://rv.campingworld.com/dealer/pittsburgh-pennsylvania-apollo?utm_campaign=directory&scpc=moz&utm_medium=organic&utm_source=moz,False,True,False,False,False,False,False,False,"Chain operation for accessories & repair services, plus other camping equipment.",0.0,,,,0.0,,False,False,False,True,False,"537 PA-356, Apollo, PA 15613",4.2,589.0,(888) 610-7672,,False,,8.5,18.5,70.0,0,False,True,True,"https://www.rvingplanet.com/rv-dealers/pennsylvania/cooper's-rv-center,-inc-dot--murrysville","cooper's rv center, inc. is a rv dealer in murrysville ...",0,0,,,0,True,,,,,,,,,,,,,,,,,,,False,,2
Covered Wagon RV Park,"covered wagon – rv park - phoenix;covered wagon rv park - campground reviews (phoenix, az ...;covered wagon rv park - phoenix, az - campground reviews;covered wagon campground - homosassa, fl - campground reviews;covered wagon rv park - 17 reviews - rv parks - 6540 n black ...;covered wagon rv park reviews - campendium;covered wagon campground - homosassa;covered wagon rv park | near phoenix arizona - allstays;covered wagon rv park - 4 photos - phoenix, az - roverpass;covered wagon rv resort - abilene, ks",0,3130000,7,True,"welcome to covered wagon rv park, located in the heart of the phoenix metropolitan area. we invite you to explore our website to learn more ...;covered wagon rv park, phoenix: see 18 traveler reviews, 17 candid photos, and great deals for covered wagon rv park, ranked #11 of 30 specialty lodging ...;read 5 reviews of covered wagon rv park in phoenix, arizona. view amenities of covered wagon rv park and see other nearby camping options.;read 2 reviews of covered wagon campground in homosassa, florida. view amenities of covered ... lake rousseau rv park & fishing resort. 28 ratings;17 reviews of covered wagon rv park ""took us in for the night at the last minute. angie was very accommodating. wifi- plus full hook ups for $45. we were ...",27.601256,-82.181724,135307.0,,,www.coveredwagonrvks.com,False,False,False,False,False,False,False,False,,0.0,,,,0.0,,False,False,False,False,False,,,,,,False,,,,0.0,0,False,True,True,http://www.coveredwagonaz.com/,covered wagon – rv park - phoenix,0,0,,,0,False,,,,,,,,,,,,,,,,,,,False,,1
Cruise America,cruise america: america's rv rental experts - guaranteed bookings ...;renting an rv from cruise america? - road trips forum - tripadvisor;our experience renting an rv from cruise america - outdoorsy;cruise america rv rental & sales - home | facebook;cruise america - wikipedia;cruise america is a great way to rv - tripsavvy,1,390000000,6,True,"with 130 rental locations, cruise america rv rentals is your go-to place for class c motor homes.;answer 1 of 446: we rented an rv from cruise america delray beach, fl location. i have read the reviews and they are all horrible - however they are almost all ...;in this post i share my wife's and my experience renting an rv from cruise america while on a media trip down to the keys.;recreational vehicle dealership in mesa, arizona. ... facebook is showing information to help you better understand the purpose of a page. ... placesmesa, arizonabusiness servicecruise america rv rental & sales.;cruise america is an employee owned (esop) recreational vehicle rental and sales company based in mesa, arizona. the company was founded in 1972 and ...",35.602436,-80.593818,151501.0,Company,,http://www.cruiseamerica.com/,True,False,False,False,True,False,False,False,"Cruise America is an Employee Owned recreational vehicle rental and sales company based in Mesa, Arizona. The company was founded in 1972 and was publicly traded in the American Stock Exchange under the ticker “RVR” until 1997. It then merged with Budget Group.",0.0,"Mesa, AZ",Randall S. Smalley (Mar 1992–),1972.0,0.0,"Cruise Canada, Cat Joint Venture LLC",False,True,True,True,False,,,,,1 (800) 671-8042,True,,,,0.0,0,False,True,True,https://www.cruiseamerica.com/,cruise america: america's rv rental experts - guaranteed bookings ...,1,1,CruiseAmerica.com | Go RV Rentals | Rent Today From Cruise America‎,"Travel The Country In Comfort & Style. Low Prices, Free Insurance & More! We Have the Keys to Your Next RV Vacation! Low RV Rental Rates With Many Options. Free rental quotes. Types: Compact: 19' Sleeps 3, Standard: 25' Sleeps 5, Large: 30' Sleeps 7.",4,True,,,,,,,,,,,,,,,,,,,False,,1
