name,violent_crime,_TARGET_
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Seller Networks,,1.0
Above and Beyond RV Repair,,3.5
Above and Beyond RV Repair,,3.5
Above and Beyond RV Repair,,3.5
Palm Gate RV & Self Storage,,5.0
Palm Gate RV & Self Storage,,5.0
Palm Gate RV & Self Storage,,5.0
Palm Gate RV & Self Storage,,5.0
Palm Gate RV & Self Storage,,5.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Streetsboro / Cleveland SE KOA,,3.0
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
Desert's Edge Rv Village,,3.5
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
La Mesa RV,,2.0
Camping World,,2.5
Camping World,,2.5
Camping World,,2.5
Camping World,,2.5
Camping World,,2.5
Camping World,,2.5
Camping World,,2.5
Master Tech Collision,,5.0
Master Tech Collision,,5.0
Master Tech Collision,,5.0
Master Tech Collision,,5.0
Master Tech Collision,,5.0
Automotive Anything,,4.0
Automotive Anything,,4.0
Automotive Anything,,4.0
Automotive Anything,,4.0
Automotive Anything,,4.0
Auto Safety House,,4.0
Auto Safety House,,4.0
Auto Safety House,,4.0
Auto Safety House,,4.0
Auto Safety House,,4.0
Seyenna Vistas,969.0,2.5
Seyenna Vistas,969.0,2.5
Seyenna Vistas,969.0,2.5
Seyenna Vistas,969.0,2.5
Seyenna Vistas,969.0,2.5
Seyenna Vistas,969.0,2.5
APR RV,,4.0
APR RV,,4.0
APR RV,,4.0
APR RV,,4.0
APR RV,,4.0
APR RV,,4.0
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Mandel Jewish Community Center,,4.5
Elite Rv Rentals,,4.0
Elite Rv Rentals,,4.0
Elite Rv Rentals,,4.0
Elite Rv Rentals,,4.0
Elite Rv Rentals,,4.0
Elite Rv Rentals,,4.0
Elite Rv Rentals,,4.0
Elite Rv Rentals,,4.0
Elite Rv Rentals,,4.0
Straight Line Suspension,,5.0
Straight Line Suspension,,5.0
Straight Line Suspension,,5.0
Straight Line Suspension,,5.0
Straight Line Suspension,,5.0
Straight Line Suspension,,5.0
Straight Line Suspension,,5.0
Straight Line Suspension,,5.0
Straight Line Suspension,,5.0
Always RV,,4.0
Always RV,,4.0
Always RV,,4.0
Always RV,,4.0
Always RV,,4.0
Always RV,,4.0
Always RV,,4.0
Always RV,,4.0
Rowley White,,5.0
Rowley White,,5.0
Rowley White,,5.0
Rowley White,,5.0
Rowley White,,5.0
Rowley White,,5.0
Heritage Farms,,4.0
Heritage Farms,,4.0
Heritage Farms,,4.0
Heritage Farms,,4.0
Cruise America,,2.0
Cruise America,,2.0
Cruise America,,2.0
Cruise America,,2.0
W W Williams,,3.0
W W Williams,,3.0
W W Williams,,3.0
W W Williams,,3.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Ver-El RV Park,,3.5
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Sunflower Rv Resort,,4.0
Sunflower Rv Resort,,4.0
Phoenix Tire,5659.0,4.5
Phoenix Tire,5659.0,4.5
Phoenix Tire,5659.0,4.5
Phoenix Tire,5659.0,4.5
Affinity Luxury Car Rental,,2.0
Affinity Luxury Car Rental,,2.0
Bates International Motor Home Rental System,,1.0
Bates International Motor Home Rental System,,1.0
Bates International Motor Home Rental System,,1.0
Bates International Motor Home Rental System,,1.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Jeffs Auto & Truck Repair,,2.5
Jeffs Auto & Truck Repair,,2.5
Insta Auto Glass,116.0,5.0
Insta Auto Glass,116.0,5.0
Insta Auto Glass,116.0,5.0
Insta Auto Glass,116.0,5.0
Insta Auto Glass,116.0,5.0
Insta Auto Glass,116.0,5.0
Insta Auto Glass,116.0,5.0
Phoenix Metro Rv Park,,3.0
Phoenix Metro Rv Park,,3.0
Phoenix Metro Rv Park,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Method Auto Glass,,5.0
Method Auto Glass,,5.0
Method Auto Glass,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
TrailersPlus,,3.0
TrailersPlus,,3.0
TrailersPlus,,3.0
TrailersPlus,,3.0
TrailersPlus,,3.0
TrailersPlus,,3.0
A & B Truck & Trailer,,5.0
A & B Truck & Trailer,,5.0
A & B Truck & Trailer,,5.0
A & B Truck & Trailer,,5.0
Val Vista Village,,5.0
Messner RV Rentals,,5.0
Dynamic Diesel Repair,5659.0,4.0
Dynamic Diesel Repair,5659.0,4.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Kamper City,,3.5
Kamper City,,3.5
Kamper City,,3.5
Kamper City,,3.5
Kamper City,,3.5
RV Master Techs,,4.5
RV Master Techs,,4.5
RV Master Techs,,4.5
RV Master Techs,,4.5
RV Master Techs,,4.5
RV Master Techs,,4.5
RV Master Techs,,4.5
RV Master Techs,,4.5
RV Master Techs,,4.5
RV Master Techs,,4.5
RV Master Techs,,4.5
RV Master Techs,,4.5
Spectrac Suspension Center,,5.0
Spectrac Suspension Center,,5.0
Spectrac Suspension Center,,5.0
Spectrac Suspension Center,,5.0
Spectrac Suspension Center,,5.0
Spectrac Suspension Center,,5.0
Zia Hitch and Trailer Repair,,5.0
Zia Hitch and Trailer Repair,,5.0
Zia Hitch and Trailer Repair,,5.0
Zia Hitch and Trailer Repair,,5.0
Zia Hitch and Trailer Repair,,5.0
Zia Hitch and Trailer Repair,,5.0
Premium Coach Group,,2.5
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Johnnie Walker RV,,4.0
Ver-El RV Park,,3.5
Ver-El RV Park,,3.5
Ver-El RV Park,,3.5
Ver-El RV Park,,3.5
Ver-El RV Park,,3.5
Ver-El RV Park,,3.5
Ver-El RV Park,,3.5
Ver-El RV Park,,3.5
Ver-El RV Park,,3.5
Ver-El RV Park,,3.5
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
9920 Apartments,5659.0,3.0
Mnm Mobile Mechanic,,2.0
Mnm Mobile Mechanic,,2.0
Mnm Mobile Mechanic,,2.0
Mnm Mobile Mechanic,,2.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Oasis Las Vegas RV Resort,,4.0
Sunflower Rv Resort,,4.0
Sunflower Rv Resort,,4.0
Sunflower Rv Resort,,4.0
Sunflower Rv Resort,,4.0
Phoenix Tire,5659.0,4.5
Phoenix Tire,5659.0,4.5
Affinity Luxury Car Rental,,2.0
Affinity Luxury Car Rental,,2.0
Affinity Luxury Car Rental,,2.0
Affinity Luxury Car Rental,,2.0
Bates International Motor Home Rental System,,1.0
Bates International Motor Home Rental System,,1.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Miller's Las Vegas RV,,5.0
Jeffs Auto & Truck Repair,,2.5
Jeffs Auto & Truck Repair,,2.5
Palm Gardens,,3.5
Palm Gardens,,3.5
Palm Gardens,,3.5
Insta Auto Glass,116.0,5.0
Insta Auto Glass,116.0,5.0
Insta Auto Glass,116.0,5.0
Insta Auto Glass,116.0,5.0
Insta Auto Glass,116.0,5.0
Phoenix Metro Rv Park,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Mesa Spirit RV Resort,,3.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Rucker Trailer Works,,5.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
Robert Crist and Company RV Sales,,4.0
TrailersPlus,,3.0
TrailersPlus,,3.0
TrailersPlus,,3.0
TrailersPlus,,3.0
TrailersPlus,,3.0
A & B Truck & Trailer,,5.0
K-C's Auto Repair,,5.0
K-C's Auto Repair,,5.0
K-C's Auto Repair,,5.0
Val Vista Village,,5.0
Val Vista Village,,5.0
Val Vista Village,,5.0
Val Vista Village,,5.0
Messner RV Rentals,,5.0
Messner RV Rentals,,5.0
Dynamic Diesel Repair,5659.0,4.0
Dynamic Diesel Repair,5659.0,4.0
Dynamic Diesel Repair,5659.0,4.0
Dynamic Diesel Repair,5659.0,4.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Mesa,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
Camping World - Avondale,,2.0
